,Age,Attrition,BusinessTravel,DistanceFromHome,EducationField,EnvironmentSatisfaction,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1448,41,0,Travel_Rarely,3,Life Sciences,3,Sales Executive,Divorced,8938,2,No,11,1,14,5,4,0,4
1449,32,0,Travel_Rarely,2,Technical Degree,4,Research Scientist,Single,2439,1,No,14,0,4,4,2,1,2
1450,35,0,Travel_Rarely,26,Life Sciences,3,Human Resources,Single,8837,1,Yes,16,0,9,9,0,1,7
1451,38,0,Travel_Rarely,10,Life Sciences,1,Sales Executive,Married,5343,1,No,11,1,10,10,7,1,9
1452,50,1,Travel_Frequently,1,Life Sciences,2,Sales Executive,Divorced,6728,7,No,12,2,12,6,3,0,1
1453,36,0,Travel_Rarely,11,Marketing,2,Sales Executive,Married,6652,4,No,13,1,8,6,3,0,0
1454,45,0,Travel_Rarely,20,Life Sciences,4,Sales Executive,Single,4850,8,No,15,0,8,5,3,0,1
1455,40,0,Travel_Rarely,2,Life Sciences,3,Research Scientist,Single,2809,2,No,14,0,8,2,2,2,2
1456,35,0,Travel_Frequently,18,Life Sciences,3,Healthcare Representative,Married,5689,1,Yes,14,2,10,10,2,0,2
1457,40,0,Travel_Rarely,2,Medical,3,Research Scientist,Married,2001,2,No,14,3,20,5,3,0,2
1458,35,0,Travel_Rarely,1,Life Sciences,3,Research Scientist,Married,2977,1,No,12,1,4,4,3,1,1
1459,29,0,Travel_Rarely,13,Other,4,Laboratory Technician,Married,4025,4,Yes,13,1,10,4,3,0,3
1460,29,0,Travel_Rarely,28,Medical,4,Research Scientist,Single,3785,1,No,14,0,5,5,4,0,4
1461,50,1,Travel_Rarely,28,Marketing,4,Sales Executive,Divorced,10854,4,Yes,13,1,20,3,2,2,0
1462,39,0,Travel_Rarely,24,Marketing,2,Sales Executive,Married,12031,0,No,11,1,21,20,9,9,6
1463,31,0,Non-Travel,5,Medical,2,Manufacturing Director,Single,9936,0,No,19,0,10,9,4,1,7
1464,26,0,Travel_Rarely,5,Other,4,Sales Representative,Single,2966,0,No,18,0,5,4,2,0,0
1465,36,0,Travel_Frequently,23,Medical,3,Laboratory Technician,Married,2571,4,No,17,1,17,5,2,0,3
1466,39,0,Travel_Rarely,6,Medical,4,Healthcare Representative,Married,9991,4,No,15,1,9,7,7,1,7
1467,27,0,Travel_Rarely,4,Life Sciences,2,Manufacturing Director,Married,6142,1,Yes,20,1,6,6,2,0,3
1468,49,0,Travel_Frequently,2,Medical,4,Sales Executive,Married,5390,2,No,14,0,17,9,6,0,8
1469,34,0,Travel_Rarely,8,Medical,2,Laboratory Technician,Married,4404,2,No,12,0,6,4,3,1,2
